time,value
2022-01-20 00:00:00,5.5755348364423325
2022-01-20 00:00:00,6.519297003243381
2022-01-20 00:00:00,14.584508379452554
2022-01-20 00:05:00,5.111059151795599
2022-01-20 00:05:00,6.519297003243381
2022-01-20 00:05:00,14.584508379452554
2022-01-20 00:10:00,5.629099284382984
2022-01-20 00:10:00,6.519297003243381
2022-01-20 00:10:00,14.584508379452554
2022-01-20 00:15:00,5.469295403911159
2022-01-20 00:20:00,5.38957434417863
2022-01-20 00:25:00,5.320427736446098
2022-01-20 00:30:00,5.563854826915732
2022-01-20 00:35:00,5.316919467138302
2022-01-20 00:40:00,5.613524651090612
2022-01-20 00:45:00,5.15218701085514
2022-01-20 00:50:00,5.3144479214575195
2022-01-20 00:55:00,5.03339663762599
2022-01-20 01:00:00,5.114994966958148
2022-01-20 01:05:00,4.902554981651219
2022-01-20 01:10:00,5.205526474941984
2022-01-20 01:15:00,5.205503229879928
2022-01-20 01:20:00,5.140454469402795
2022-01-20 01:25:00,5.53898553702142
2022-01-20 01:30:00,5.3302441660436655
2022-01-20 01:35:00,5.331189397273054
2022-01-20 01:40:00,5.374984496280606
2022-01-20 01:45:00,5.317343007429238
2022-01-20 01:50:00,5.362603130592443
2022-01-20 01:55:00,5.1120428017083
2022-01-20 02:00:00,5.383140707029936
2022-01-20 02:05:00,5.064110020062726
2022-01-20 02:05:00,6.614855060302849
2022-01-20 02:05:00,14.038302030517555
2022-01-20 02:10:00,5.1658846536545475
2022-01-20 02:10:00,6.846185595862664
2022-01-20 02:10:00,15.12873193763074
2022-01-20 02:15:00,5.199393081955207
2022-01-20 02:15:00,6.344519948604415
2022-01-20 02:15:00,14.06254366662456
2022-01-20 02:20:00,5.369274970894356
2022-01-20 02:20:00,6.404084011875045
2022-01-20 02:20:00,15.033828940690128
2022-01-20 02:25:00,4.92104670585002
2022-01-20 02:25:00,6.785408864813033
2022-01-20 02:25:00,15.424620652018714
2022-01-20 02:30:00,5.507057770561874
2022-01-20 02:30:00,6.477215631886949
2022-01-20 02:30:00,14.412046152404827
2022-01-20 02:35:00,5.197918807125486
2022-01-20 02:35:00,6.489523919401586
2022-01-20 02:35:00,15.705814473653065
2022-01-20 02:40:00,5.282894238154531
2022-01-20 02:40:00,6.76805782180026
2022-01-20 02:40:00,15.25045843215446
